"","[운영체제, 원리, 개념, 이해, 운영체제, 제공, 서비스, 이해, 운영체제, 설계, 구현, 이슈]"
"23561","[물리학, 자연, 현상, 과학, 탐구, 이해, 학문, 관찰, 실험, 필수, 획득, 실험, 결과, 이론, 체계, 비교, 설명, 가지, 성공, 결과, 해석, 물리학, 지식, 체계, 과정, 기초, 실험, 결과, 일반, 물리학, 시간, 내용, 비교, 주제, 이해, 학생, 실험, 문제, 해결, 방법, 도움, 이론, 일반, 물리학, 개념, 실험, 이해, 일반, 물리학, 주제, 일상, 생활, 역학, 실험, 구성, 길이, 정밀, 측정, 시작, 자유, 낙하, 운동, 뉴턴, 법칙, 에너지, 운동량, 보존, 법칙, 시간, 내용, 실험, 확인, 기회, 일반, 물리학, 이론, 내용, 실험, 확인, 이해, 학생, 실험, 실험, 문제, 해결, 방법, 해당, 학과, 개설, 일반, 물리학, 실험, 수강, 원칙, 해당, 실험실, 사정, 일부, 실험, 종목, 사항, 공학, 계산기, 일반, 물리, 실험교, 지참, 실험, 부상, 노출, 복장, 실험, 반시, 태도, 점수, 실험실, 음식물, 반입, 반시, 태도, 점수, 제물, 기말, 과제, 제외, 대면, 실험, 리포트, 기말, 과제, 태도, 점, 삭감, 점수, 점수, 기말, 과제, 상황, 위원회, 결정, 동영상, 대체]"
"23562","[컴퓨터, 시스템, 구조, 동작, 원리, 운영체제, 데이터베이스, 핵심, 기술, 포괄, 리눅스, 운영체제, 사용법, 개론, 내용, 간접, 확인, 실습, 진행, 산업, 혁명, 시대, 핵심, 기술, 동향, 공학, 분야, 역할, 생각, 시간, 컴퓨터, 시스템, 구조, 동작, 원리, 운영체제, 데이터베이스, 네트워크, 핵심, 기술, 프로그램, 컴퓨터, 동작, 과정, 이해, 쉘명령어, 환경변수, 방법, 패키지관리, 검색, 압축, 컴파일러, 핵심, 도구, 방법, 스크립트, 작성, 방법, 리눅스, 백업, 방법, 서버, 구성, 접속, 네트워크, 구성, 방법, 향후, 리눅스, 운영체제, 방법, 산업, 혁명, 핵심, 기술, 빅데이터, 블록체인, 클라우드, 모바일, 동향, 향후, 전망, 산업, 혁명, 공학, 분야, 역할]"
"23563","[컴퓨터, 시스템, 구조, 동작, 원리, 운영체제, 데이터베이스, 핵심, 기술, 포괄, 리눅스, 운영체제, 사용법, 개론, 내용, 간접, 확인, 실습, 진행, 산업, 혁명, 시대, 핵심, 기술, 동향, 공학, 분야, 역할, 생각, 시간, 컴퓨터, 시스템, 구조, 동작, 원리, 운영체제, 데이터베이스, 네트워크, 핵심, 기술, 프로그램, 컴퓨터, 동작, 과정, 이해, 쉘명령어, 환경변수, 방법, 패키지관리, 검색, 압축, 컴파일러, 핵심, 도구, 방법, 스크립트, 작성, 방법, 리눅스, 백업, 방법, 서버, 구성, 접속, 네트워크, 구성, 방법, 향후, 리눅스, 운영체제, 방법, 산업, 혁명, 핵심, 기술, 빅데이터, 블록체인, 클라우드, 모바일, 동향, 향후, 전망, 산업, 혁명, 공학, 분야, 역할]"
"23564","[자연과학, 공학, 기초, 변수, 함수, 미분, 적분, 공부, 함수, 극한, 연속, 미분, 적분, 기초, 개념, 이해, 함수, 미분법, 적분법, 공부, 평면곡선, 표현, 가지, 방법, 이해, 극좌표, 매개변수, 방정식, 미분, 분법, 공부, 마지막, 무한급수, 테일러급수, 기존, 함수, 해결, 가지, 문제, 해결, 제시, 변수, 함수, 극한, 미분, 적분, 응용, 매개변수방정식, 무한급수, 원리, 이해, 응용, 토대, 공업수학, 기초, 과학, 연구, 기초, 마련]"
"23565","[자연과학, 공학, 기초, 변수, 함수, 미분, 적분, 공부, 함수, 극한, 연속, 미분, 적분, 기초, 개념, 이해, 함수, 미분법, 적분법, 공부, 평면곡선, 표현, 가지, 방법, 이해, 극좌표, 매개변수, 방정식, 미분, 분법, 공부, 마지막, 무한급수, 테일러급수, 기존, 함수, 해결, 가지, 문제, 해결, 제시, 변수, 함수, 극한, 미분, 적분, 응용, 매개변수방정식, 무한급수, 원리, 이해, 응용, 토대, 공업수학, 기초, 과학, 연구, 기초, 마련]"
"23566","[공통, 기초, 필수, 신입, 대학, 생활, 적응, 이해, 바탕, 진로, 비전, 설계, 신입생, 교수, 학습자, 소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학, 생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제, 해결, 능력, 함양, 사회, 스킬, 신입, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학, 생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23568","[자료, 데이터, 컴퓨터, 공학, 중요, 구성, 요소, 하나, 빅데이터, 효과, 활용, 자료, 효율, 구성, 저장, 중요, 기술, 이슈, 컴퓨터, 공학, 자료, 개념, 정의, 자료, 효과, 구성, 저장, 활용, 방법, 소프트웨어, 엔지니어링, 자료구조, 효과, 정의, 활용, 방법, 실습, 과제, 이론, 내용, 바탕, 언어, 자료구조, 알고리즘, 실제, 구현, 스택, 리스트, 탐색, 정렬, 이진, 트리, 그래프, 응용, 적용, 사례, 과제, 실습, 객체지향, 프로그램, 자료, 추상, 이해, 자료구조, 개념, 이해, 자료, 구성, 저장, 액세스, 효과, 방안, 대료, 자료, 구조, 리스트, 스택, 트리, 그래프, 자료구조, 활용, 방법]"
"23569","[디지털, 논리, 회로, 설계, 해석, 필요, 이론, 주요, 교과, 내용, 부울대수, 논리함수, 표현, 간략, 기법, 상용, 논리, 소자, 인코더, 디코더, 멀티플렉서, 플립플롭, 종류, 동작, 특성, 최종, 조합, 논리, 회로, 순차, 논리, 회로, 설계, 해석, 방법, 학점, 시간, 이론, 시간, 실험, 운영]"
"23570","[대학, 계열, 학과, 특성, 진행, 학술영어, 학술영어, 글쓰기, 필요, 영어, 능력, 함양, 계열, 교과, 미래, 직업, 내용, 발표, 토론, 능력, 함양, 통합, 교육]"
"23571","[계산, 이론, 이해, 계산, 모형, 형식언어, 이해, 계산, 가능, 이론, 이해, 증명, 문제, 결정, 가능, 명제, 증명, 과정, 계산, 무엇, 계산, 과정, 컴퓨터, 모델, 추상, 구조, 형식, 언어, 세기, 최고, 언어학자, 가지, 종류, 언어, 구성, 공부, 형식언어, 이론, 현대, 프로그래밍, 언어, 컴파일러, 구성, 방법, 적용]"
"23572","[선형대수, 개념, 응용, 선형대수, 전산학, 전반, 중요, 기초, 학문, 숙지, 전산학, 응용]"
"23573","[인공지능, 데이터마이닝, 컴퓨터, 네트워크, 다양, 컴퓨터과학, 분야, 필수, 기초, 확률, 이론, 확률, 변수, 개념, 기초, 이론, 중점, 확률, 이론, 구체, 확률변수, 분포함수, 기댓값, 조건부기대값, 확률, 과정, 개념, 이해, 분야, 이용, 수학, 기초, 제공]"
"23582","[융합, 학부, 수강, 기호, 논리학, 기호, 논리학, 핵심, 문장, 조건, 문장, 정량, 문장, 논리, 문장, 개념, 제시, 문장, 정형, 검증, 증명방법, 소개, 기본, 기호, 논리학, 근간, 핵심, 문장, 조건, 문장, 정량, 문장, 논리, 주장, 개념, 문장, 논리, 증명, 진리표, 항진, 여부, 별법, 증명, 순유, 증명, 정형, 증명법, 제거, 규칙, 정형, 증명법, 다양, 증명, 방법, 효과, 달성, 다양, 소프트웨어, 활용, 스마트러닝, 플립, 러닝, 진행, 수강, 오프라인, 시간, 각종, 개념, 복습, 각자, 수준, 시간, 소프트웨어, 각자, 실행, 논리학, 다양, 주요, 개념, 숙지]"
"23583","[융합, 학부, 수강, 기호, 논리학, 기호, 논리학, 핵심, 문장, 조건, 문장, 정량, 문장, 논리, 문장, 개념, 제시, 문장, 정형, 검증, 증명방법, 소개, 기본, 기호, 논리학, 근간, 핵심, 문장, 조건, 문장, 정량, 문장, 논리, 주장, 개념, 문장, 논리, 증명, 진리표, 항진, 여부, 별법, 증명, 순유, 증명, 정형, 증명법, 제거, 규칙, 정형, 증명법, 다양, 증명, 방법, 효과, 달성, 다양, 소프트웨어, 활용, 스마트러닝, 플립, 러닝, 진행, 수강, 오프라인, 시간, 각종, 개념, 복습, 각자, 수준, 시간, 소프트웨어, 각자, 실행, 논리학, 다양, 주요, 개념, 숙지]"
"23584","[]"
"23585","[]"
"23586","[산업, 혁명, 시대, 대표, 창의, 혁신, 기술, 관심, 학생, 대상, 강사, 다양, 교수, 초청, 기술, 미래, 직업, 트렌드, 소개, 프린팅, 데이터, 자율, 주행, 로봇, 바이오, 헬스, 블록, 체인, 산업, 사회, 환경, 변화, 학생, 미래, 사회, 요구, 이해, 논의, 학생, 미래, 경험, 기술, 세계, 무엇, 이해, 부문, 공부, 커리큘럼, 아이디어, 개발, 학생, 미래, 학제, 컴퓨팅, 전문가, 현실, 이미지]"
"23590","[산업, 혁명, 시대, 주목, 인공지능, 기초, 이론, 인공지능, 이론, 부분, 파이썬, 프로그래밍, 언어, 머신러닝, 딥러닝, 라이브러리, 활용, 코딩, 실습, 교육, 진행, 인공지능, 이해, 파이썬, 프로그래밍언어, 이해, 인공지능, 실습, 인공지능, 이해]"
"23591","[산업, 혁명, 시대, 주목, 인공지능, 기초, 이론, 인공지능, 이론, 부분, 파이썬, 프로그래밍, 언어, 머신러닝, 딥러닝, 라이브러리, 활용, 코딩, 실습, 교육, 진행, 인공지능, 이해, 파이썬, 프로그래밍언어, 이해, 인공지능, 실습, 인공지능, 이해]"
"23592","[과학, 공학, 이공계, 학생, 대상, 물리학, 원리, 개념, 주요, 내용, 뉴턴, 역학, 파동, 열역학, 사태, 진정, 관계, 원격수업, 기반, 성실, 학생, 학생, 직접, 유도, 수동, 학생, 유의, 수강신청, 물리, 인식, 탈피, 주위, 일상, 자연현상, 일상, 생활, 사물, 이해, 관심, 물리, 흥미, 물리, 인식, 전환, 예정, 단위, 중요, 강조, 물리학, 벡터, 기초, 지식, 습관화, 유도, 수식, 전개, 개념, 설명, 학생, 관심, 유도, 교재, 내용, 학생, 공부, 문제, 풀이, 과제, 계획, 능동, 평소, 본인, 질문, 토의, 게시판, 학생, 항목, 점수, 부과, 대체, 기간, 내용, 문답, 이해, 확인, 평가, 평가, 이상, 결석, 양방, 향임, 명심, 수동, 적극, 참여, 교재, 본문, 확인, 문제, 본문, 내용, 연장선, 이해, 질문, 나중, 성실, 직결, 참여, 과제, 의논, 이해, 공부, 장려, 출시, 각자, 본인, 능력, 작성, 원칙, 과제, 경우, 작성자, 학생, 처리]"
"23593","[자연과학, 기초, 물리학, 이공계, 학생, 이해, 문제, 중요, 물리, 법칙, 개념, 파악, 실제, 자연, 현상, 형식, 적용, 이해, 능력, 물리학, 원리, 개념, 파악, 적용, 연습문제, 문제, 풀이]"
"23594","[자연과학, 공학, 기초, 변수, 함수, 미분, 적분, 공부, 함수, 극한, 연속, 미분, 적분, 기초, 개념, 이해, 함수, 미분법, 적분법, 공부, 평면곡선, 표현, 가지, 방법, 이해, 극좌표, 매개변수, 방정식, 미분, 분법, 공부, 마지막, 무한급수, 테일러급수, 기존, 함수, 해결, 가지, 문제, 해결, 제시, 변수, 함수, 극한, 미분, 적분, 응용, 매개변수방정식, 무한급수, 원리, 이해, 응용, 토대, 공업수학, 기초, 과학, 연구, 기초, 마련]"
"23595","[자연과학, 공학, 기초, 변수, 함수, 미분, 적분, 공부, 함수, 극한, 연속, 미분, 적분, 기초, 개념, 이해, 함수, 미분법, 적분법, 공부, 평면곡선, 표현, 가지, 방법, 이해, 극좌표, 매개변수, 방정식, 미분, 분법, 공부, 마지막, 무한급수, 테일러급수, 기존, 함수, 해결, 가지, 문제, 해결, 제시, 변수, 함수, 극한, 미분, 적분, 응용, 매개변수방정식, 무한급수, 원리, 이해, 응용, 토대, 공업수학, 기초, 과학, 연구, 기초, 마련]"
"23596","[공통, 기초, 필수, 신입, 대학, 생활, 적응, 이해, 바탕, 진로, 비전, 설계, 신입생, 교수, 학습자, 소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학, 생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제, 해결, 능력, 함양, 사회, 스킬, 신입, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학, 생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23601","[디자인, 관심, 디자인, 소양, 배양, 공학도, 미학, 관심, 디자인, 학생, 서양미학사, 기초, 지식, 예술, 소양, 배양, 프로그램, 경험, 디자인공학, 학생, 디자인공학, 시작, 수강, 교과, 디자인공학, 융합, 학생, 서양, 미학, 이론, 공학, 디자이너, 정서, 소양, 배양, 서양미술사, 미술, 치료, 음악, 감상, 정서, 치료, 감성, 훈련, 이론, 전시, 공연, 감상, 방법, 현장, 체험, 발표, 디자이너, 정서, 잠재력, 개발, 공학도, 학생, 미학, 지식, 공학, 인터, 액션, 다양, 관점, 미학, 응용, 실전, 지식, 배양]"
"23603","[가상현실, 증강현실, 활용, 특수, 목적, 교육, 쇼핑, 엔터, 사회, 전반, 확산, 가상현실, 증강현실, 발전, 국내, 전문가, 부재, 전문, 인력, 필요, 실정, 증강, 가상현실, 제작, 도구, 습득, 기반, 창의, 아이디어, 도출, 어플리케이션, 제작, 가상, 증강현실, 기획력, 모바일, 어플리케이션, 개발, 주도, 프로젝트, 능력, 목적, 제시, 프로젝트, 발상, 토론, 과정, 문제, 해결, 창의, 결과물, 경험, 기초, 차후, 가상현실, 유니티, 선수, 가상현실, 개념, 기술, 전반, 이해, 활용, 방법, 차원, 공간, 구현, 활용, 모바일, 기반, 가상현실, 공간, 구성, 활동, 각자, 역할, 가상현실, 콘텐츠, 개발, 이수, 활용, 차원, 콘텐츠, 개발, 가상현실, 콘텐츠, 개발, 자체, 능력, 취득]"
"23604","[디자인, 사고력, 아이디어, 표현, 정리, 기초, 드로잉, 기술, 전개, 방법, 습득, 데이터베이스, 능력, 방법, 터득, 컴퓨터드로잉, 그래픽스, 프로그램, 자유자재, 활용, 운영, 능력, 프로그램, 효율, 방법, 기술, 적용, 기초, 핸드드로잉, 기술, 아이디어, 표현, 능력, 터득, 프로그램, 운영, 능력, 효율, 방법, 드로잉, 표현, 적용, 이론, 실습, 이론, 대면, 실습, 대면, 진행, 진행, 수강, 방식, 주차, 조정]"
"23607","[효율, 프로그램, 설계, 구현, 필수, 요소, 하나, 자료, 구조, 공통, 자료구조, 개념, 구조, 그것, 응용, 프로그래밍, 능력, 고양, 창의, 문제, 해결, 능력, 고취, 교재]"
"23608","[융합, 학부, 수강, 대상, 소프트웨어, 개발, 흐름, 대두, 오픈소스SW, 근간, 유닉스, 리눅스, 인터넷, 개발, 방법, 소개, 융합, 학부, 교육, 과정, 오픈소스SW, 주요, 개념, 이해, 근간, 유닉스, 리눅스, 인터넷, 기본기, 개발, 방법론, 향후, 다양, 소프트웨어, 개발, 코딩, 수강, 오픈소스SW, 적극, 활용, 기틀, 제공, 미만, 수강, 진행, 이론, 실시간, 원격수업, 이후, 진행, 실습, 실시간, 원격수업, 학생, 투표, 결정, 예정, 진행, 예정]"
"23612","[게임, 디자인, 이론, 게임, 디자인, 분석, 프레임워크, 게임, 디자인, 원칙, 흥미, 과제, 소개, 프로토타입, 제작, 테스트, 반복, 과정, 설명, 게임, 디자인, 가지, 이론, 학생, 소개, 이론, 바탕, 학생, 게임, 디자인]"
"23613","[뮤직, 프로덕션, 업무, 활용, 테크놀로지, 업무, 단계, 음악, 음향학, 악기, 구조, 뮤직, 프로덕션, 연관, 분야, 믹싱콘솔, 레코더, 마이크로폰, 스피커, 구성, 시스템, 기능, 역할, 이해, 컴퓨터, 기반, 이용, 녹음, 편집, 믹싱, 테크닉, 음악, 제작, 미디어, 프로덕션, 요구, 프로덕션, 테크닉, 강의식, 수업, 시연, 학생, 실습, 과제, 구성, 뮤직, 프로덕션, 업무, 개념, 단계, 이해, 음악음향학, 악기, 구조, 이해, 뮤직, 프로덕션, 활용, 믹싱콘솔, 마이크, 시그널, 프로세서, 기능, 시스템, 기능, 특성, 이해, 음향, 신호, 연결, 전송, 조정, 기능, 이해]"
"23617","[효율, 프로그램, 설계, 구현, 필수, 요소, 하나, 자료, 구조, 공통, 자료구조, 개념, 구조, 그것, 응용, 프로그래밍, 능력, 고양, 창의, 문제, 해결, 능력, 고취, 교재]"
"23618","[융합, 학부, 수강, 대상, 소프트웨어, 개발, 흐름, 대두, 오픈소스SW, 근간, 유닉스, 리눅스, 인터넷, 개발, 방법, 소개, 융합, 학부, 교육, 과정, 오픈소스SW, 주요, 개념, 이해, 근간, 유닉스, 리눅스, 인터넷, 기본기, 개발, 방법론, 향후, 다양, 소프트웨어, 개발, 코딩, 수강, 오픈소스SW, 적극, 활용, 기틀, 제공, 미만, 수강, 진행, 이론, 실시간, 원격수업, 이후, 진행, 실습, 실시간, 원격수업, 학생, 투표, 결정, 예정, 진행, 예정]"
"23620","[공학, 기기, 제품, 환경, 설계, 인간, 심리, 행태, 조화, 인간, 심리, 특성, 이해, 필요, 교과, 인간, 인지, 특성, 인간, 정보, 습득, 방법, 선택, 주의력, 판단, 오류, 과정, 시각, 정보, 왜곡, 인지, 부조, 선입견, 편견, 통계, 왜곡, 언어, 인식, 장애, 인터페이스, 설계, 감성, 방법, 오류, 최소, 감성, 경험, 극대, 공학, 설계, 원리, 질문, 활용, 방법, 연습, 인지인간공학, 중심, 설계, 디자인, 분야, 필요, 개념, 습득, 공학도, 심리, 특성, 이해, 서비스, 제품, 제작, 소양, 시스템, 오류, 유발, 서비스, 불편, 제품, 완전, 해소, 개념, 방법론, 공학, 심리, 이론, 활용, 활동, 실시, 이론, 진행, 토론, 주제, 논의, 내용, 습득, 확인, 개별, 과제, 기말, 프로젝트, 이후, 팀원, 상호, 개인, 기여, 주의, 팀플레이, 적극]"
